beijing_grid_000,39,115
beijing_grid_001,39.1,115
beijing_grid_002,39.2,115
beijing_grid_003,39.3,115
beijing_grid_004,39.4,115
beijing_grid_005,39.5,115
beijing_grid_006,39.6,115
beijing_grid_007,39.7,115
beijing_grid_008,39.8,115
beijing_grid_009,39.9,115
beijing_grid_010,40,115
beijing_grid_011,40.1,115
beijing_grid_012,40.2,115
beijing_grid_013,40.3,115
beijing_grid_014,40.4,115
beijing_grid_015,40.5,115
beijing_grid_016,40.6,115
beijing_grid_017,40.7,115
beijing_grid_018,40.8,115
beijing_grid_019,40.9,115
beijing_grid_020,41,115
beijing_grid_021,39,115.1
beijing_grid_022,39.1,115.1
beijing_grid_023,39.2,115.1
beijing_grid_024,39.3,115.1
beijing_grid_025,39.4,115.1
beijing_grid_026,39.5,115.1
beijing_grid_027,39.6,115.1
beijing_grid_028,39.7,115.1
beijing_grid_029,39.8,115.1
beijing_grid_030,39.9,115.1
beijing_grid_031,40,115.1
beijing_grid_032,40.1,115.1
beijing_grid_033,40.2,115.1
beijing_grid_034,40.3,115.1
beijing_grid_035,40.4,115.1
beijing_grid_036,40.5,115.1
beijing_grid_037,40.6,115.1
beijing_grid_038,40.7,115.1
beijing_grid_039,40.8,115.1
beijing_grid_040,40.9,115.1
beijing_grid_041,41,115.1
beijing_grid_042,39,115.2
beijing_grid_043,39.1,115.2
beijing_grid_044,39.2,115.2
beijing_grid_045,39.3,115.2
beijing_grid_046,39.4,115.2
beijing_grid_047,39.5,115.2
beijing_grid_048,39.6,115.2
beijing_grid_049,39.7,115.2
beijing_grid_050,39.8,115.2
beijing_grid_051,39.9,115.2
beijing_grid_052,40,115.2
beijing_grid_053,40.1,115.2
beijing_grid_054,40.2,115.2
beijing_grid_055,40.3,115.2
beijing_grid_056,40.4,115.2
beijing_grid_057,40.5,115.2
beijing_grid_058,40.6,115.2
beijing_grid_059,40.7,115.2
beijing_grid_060,40.8,115.2
beijing_grid_061,40.9,115.2
beijing_grid_062,41,115.2
beijing_grid_063,39,115.3
beijing_grid_064,39.1,115.3
beijing_grid_065,39.2,115.3
beijing_grid_066,39.3,115.3
beijing_grid_067,39.4,115.3
beijing_grid_068,39.5,115.3
beijing_grid_069,39.6,115.3
beijing_grid_070,39.7,115.3
beijing_grid_071,39.8,115.3
beijing_grid_072,39.9,115.3
beijing_grid_073,40,115.3
beijing_grid_074,40.1,115.3
beijing_grid_075,40.2,115.3
beijing_grid_076,40.3,115.3
beijing_grid_077,40.4,115.3
beijing_grid_078,40.5,115.3
beijing_grid_079,40.6,115.3
beijing_grid_080,40.7,115.3
beijing_grid_081,40.8,115.3
beijing_grid_082,40.9,115.3
beijing_grid_083,41,115.3
beijing_grid_084,39,115.4
beijing_grid_085,39.1,115.4
beijing_grid_086,39.2,115.4
beijing_grid_087,39.3,115.4
beijing_grid_088,39.4,115.4
beijing_grid_089,39.5,115.4
beijing_grid_090,39.6,115.4
beijing_grid_091,39.7,115.4
beijing_grid_092,39.8,115.4
beijing_grid_093,39.9,115.4
beijing_grid_094,40,115.4
beijing_grid_095,40.1,115.4
beijing_grid_096,40.2,115.4
beijing_grid_097,40.3,115.4
beijing_grid_098,40.4,115.4
beijing_grid_099,40.5,115.4
beijing_grid_100,40.6,115.4
beijing_grid_101,40.7,115.4
beijing_grid_102,40.8,115.4
beijing_grid_103,40.9,115.4
beijing_grid_104,41,115.4
beijing_grid_105,39,115.5
beijing_grid_106,39.1,115.5
beijing_grid_107,39.2,115.5
beijing_grid_108,39.3,115.5
beijing_grid_109,39.4,115.5
beijing_grid_110,39.5,115.5
beijing_grid_111,39.6,115.5
beijing_grid_112,39.7,115.5
beijing_grid_113,39.8,115.5
beijing_grid_114,39.9,115.5
beijing_grid_115,40,115.5
beijing_grid_116,40.1,115.5
beijing_grid_117,40.2,115.5
beijing_grid_118,40.3,115.5
beijing_grid_119,40.4,115.5
beijing_grid_120,40.5,115.5
beijing_grid_121,40.6,115.5
beijing_grid_122,40.7,115.5
beijing_grid_123,40.8,115.5
beijing_grid_124,40.9,115.5
beijing_grid_125,41,115.5
beijing_grid_126,39,115.6
beijing_grid_127,39.1,115.6
beijing_grid_128,39.2,115.6
beijing_grid_129,39.3,115.6
beijing_grid_130,39.4,115.6
beijing_grid_131,39.5,115.6
beijing_grid_132,39.6,115.6
beijing_grid_133,39.7,115.6
beijing_grid_134,39.8,115.6
beijing_grid_135,39.9,115.6
beijing_grid_136,40,115.6
beijing_grid_137,40.1,115.6
beijing_grid_138,40.2,115.6
beijing_grid_139,40.3,115.6
beijing_grid_140,40.4,115.6
beijing_grid_141,40.5,115.6
beijing_grid_142,40.6,115.6
beijing_grid_143,40.7,115.6
beijing_grid_144,40.8,115.6
beijing_grid_145,40.9,115.6
beijing_grid_146,41,115.6
beijing_grid_147,39,115.7
beijing_grid_148,39.1,115.7
beijing_grid_149,39.2,115.7
beijing_grid_150,39.3,115.7
beijing_grid_151,39.4,115.7
beijing_grid_152,39.5,115.7
beijing_grid_153,39.6,115.7
beijing_grid_154,39.7,115.7
beijing_grid_155,39.8,115.7
beijing_grid_156,39.9,115.7
beijing_grid_157,40,115.7
beijing_grid_158,40.1,115.7
beijing_grid_159,40.2,115.7
beijing_grid_160,40.3,115.7
beijing_grid_161,40.4,115.7
beijing_grid_162,40.5,115.7
beijing_grid_163,40.6,115.7
beijing_grid_164,40.7,115.7
beijing_grid_165,40.8,115.7
beijing_grid_166,40.9,115.7
beijing_grid_167,41,115.7
beijing_grid_168,39,115.8
beijing_grid_169,39.1,115.8
beijing_grid_170,39.2,115.8
beijing_grid_171,39.3,115.8
beijing_grid_172,39.4,115.8
beijing_grid_173,39.5,115.8
beijing_grid_174,39.6,115.8
beijing_grid_175,39.7,115.8
beijing_grid_176,39.8,115.8
beijing_grid_177,39.9,115.8
beijing_grid_178,40,115.8
beijing_grid_179,40.1,115.8
beijing_grid_180,40.2,115.8
beijing_grid_181,40.3,115.8
beijing_grid_182,40.4,115.8
beijing_grid_183,40.5,115.8
beijing_grid_184,40.6,115.8
beijing_grid_185,40.7,115.8
beijing_grid_186,40.8,115.8
beijing_grid_187,40.9,115.8
beijing_grid_188,41,115.8
beijing_grid_189,39,115.9
beijing_grid_190,39.1,115.9
beijing_grid_191,39.2,115.9
beijing_grid_192,39.3,115.9
beijing_grid_193,39.4,115.9
beijing_grid_194,39.5,115.9
beijing_grid_195,39.6,115.9
beijing_grid_196,39.7,115.9
beijing_grid_197,39.8,115.9
beijing_grid_198,39.9,115.9
beijing_grid_199,40,115.9
beijing_grid_200,40.1,115.9
beijing_grid_201,40.2,115.9
beijing_grid_202,40.3,115.9
beijing_grid_203,40.4,115.9
beijing_grid_204,40.5,115.9
beijing_grid_205,40.6,115.9
beijing_grid_206,40.7,115.9
beijing_grid_207,40.8,115.9
beijing_grid_208,40.9,115.9
beijing_grid_209,41,115.9
beijing_grid_210,39,116
beijing_grid_211,39.1,116
beijing_grid_212,39.2,116
beijing_grid_213,39.3,116
beijing_grid_214,39.4,116
beijing_grid_215,39.5,116
beijing_grid_216,39.6,116
beijing_grid_217,39.7,116
beijing_grid_218,39.8,116
beijing_grid_219,39.9,116
beijing_grid_220,40,116
beijing_grid_221,40.1,116
beijing_grid_222,40.2,116
beijing_grid_223,40.3,116
beijing_grid_224,40.4,116
beijing_grid_225,40.5,116
beijing_grid_226,40.6,116
beijing_grid_227,40.7,116
beijing_grid_228,40.8,116
beijing_grid_229,40.9,116
beijing_grid_230,41,116
beijing_grid_231,39,116.1
beijing_grid_232,39.1,116.1
beijing_grid_233,39.2,116.1
beijing_grid_234,39.3,116.1
beijing_grid_235,39.4,116.1
beijing_grid_236,39.5,116.1
beijing_grid_237,39.6,116.1
beijing_grid_238,39.7,116.1
beijing_grid_239,39.8,116.1
beijing_grid_240,39.9,116.1
beijing_grid_241,40,116.1
beijing_grid_242,40.1,116.1
beijing_grid_243,40.2,116.1
beijing_grid_244,40.3,116.1
beijing_grid_245,40.4,116.1
beijing_grid_246,40.5,116.1
beijing_grid_247,40.6,116.1
beijing_grid_248,40.7,116.1
beijing_grid_249,40.8,116.1
beijing_grid_250,40.9,116.1
beijing_grid_251,41,116.1
beijing_grid_252,39,116.2
beijing_grid_253,39.1,116.2
beijing_grid_254,39.2,116.2
beijing_grid_255,39.3,116.2
beijing_grid_256,39.4,116.2
beijing_grid_257,39.5,116.2
beijing_grid_258,39.6,116.2
beijing_grid_259,39.7,116.2
beijing_grid_260,39.8,116.2
beijing_grid_261,39.9,116.2
beijing_grid_262,40,116.2
beijing_grid_263,40.1,116.2
beijing_grid_264,40.2,116.2
beijing_grid_265,40.3,116.2
beijing_grid_266,40.4,116.2
beijing_grid_267,40.5,116.2
beijing_grid_268,40.6,116.2
beijing_grid_269,40.7,116.2
beijing_grid_270,40.8,116.2
beijing_grid_271,40.9,116.2
beijing_grid_272,41,116.2
beijing_grid_273,39,116.3
beijing_grid_274,39.1,116.3
beijing_grid_275,39.2,116.3
beijing_grid_276,39.3,116.3
beijing_grid_277,39.4,116.3
beijing_grid_278,39.5,116.3
beijing_grid_279,39.6,116.3
beijing_grid_280,39.7,116.3
beijing_grid_281,39.8,116.3
beijing_grid_282,39.9,116.3
beijing_grid_283,40,116.3
beijing_grid_284,40.1,116.3
beijing_grid_285,40.2,116.3
beijing_grid_286,40.3,116.3
beijing_grid_287,40.4,116.3
beijing_grid_288,40.5,116.3
beijing_grid_289,40.6,116.3
beijing_grid_290,40.7,116.3
beijing_grid_291,40.8,116.3
beijing_grid_292,40.9,116.3
beijing_grid_293,41,116.3
beijing_grid_294,39,116.4
beijing_grid_295,39.1,116.4
beijing_grid_296,39.2,116.4
beijing_grid_297,39.3,116.4
beijing_grid_298,39.4,116.4
beijing_grid_299,39.5,116.4
beijing_grid_300,39.6,116.4
beijing_grid_301,39.7,116.4
beijing_grid_302,39.8,116.4
beijing_grid_303,39.9,116.4
beijing_grid_304,40,116.4
beijing_grid_305,40.1,116.4
beijing_grid_306,40.2,116.4
beijing_grid_307,40.3,116.4
beijing_grid_308,40.4,116.4
beijing_grid_309,40.5,116.4
beijing_grid_310,40.6,116.4
beijing_grid_311,40.7,116.4
beijing_grid_312,40.8,116.4
beijing_grid_313,40.9,116.4
beijing_grid_314,41,116.4
beijing_grid_315,39,116.5
beijing_grid_316,39.1,116.5
beijing_grid_317,39.2,116.5
beijing_grid_318,39.3,116.5
beijing_grid_319,39.4,116.5
beijing_grid_320,39.5,116.5
beijing_grid_321,39.6,116.5
beijing_grid_322,39.7,116.5
beijing_grid_323,39.8,116.5
beijing_grid_324,39.9,116.5
beijing_grid_325,40,116.5
beijing_grid_326,40.1,116.5
beijing_grid_327,40.2,116.5
beijing_grid_328,40.3,116.5
beijing_grid_329,40.4,116.5
beijing_grid_330,40.5,116.5
beijing_grid_331,40.6,116.5
beijing_grid_332,40.7,116.5
beijing_grid_333,40.8,116.5
beijing_grid_334,40.9,116.5
beijing_grid_335,41,116.5
beijing_grid_336,39,116.6
beijing_grid_337,39.1,116.6
beijing_grid_338,39.2,116.6
beijing_grid_339,39.3,116.6
beijing_grid_340,39.4,116.6
beijing_grid_341,39.5,116.6
beijing_grid_342,39.6,116.6
beijing_grid_343,39.7,116.6
beijing_grid_344,39.8,116.6
beijing_grid_345,39.9,116.6
beijing_grid_346,40,116.6
beijing_grid_347,40.1,116.6
beijing_grid_348,40.2,116.6
beijing_grid_349,40.3,116.6
beijing_grid_350,40.4,116.6
beijing_grid_351,40.5,116.6
beijing_grid_352,40.6,116.6
beijing_grid_353,40.7,116.6
beijing_grid_354,40.8,116.6
beijing_grid_355,40.9,116.6
beijing_grid_356,41,116.6
beijing_grid_357,39,116.7
beijing_grid_358,39.1,116.7
beijing_grid_359,39.2,116.7
beijing_grid_360,39.3,116.7
beijing_grid_361,39.4,116.7
beijing_grid_362,39.5,116.7
beijing_grid_363,39.6,116.7
beijing_grid_364,39.7,116.7
beijing_grid_365,39.8,116.7
beijing_grid_366,39.9,116.7
beijing_grid_367,40,116.7
beijing_grid_368,40.1,116.7
beijing_grid_369,40.2,116.7
beijing_grid_370,40.3,116.7
beijing_grid_371,40.4,116.7
beijing_grid_372,40.5,116.7
beijing_grid_373,40.6,116.7
beijing_grid_374,40.7,116.7
beijing_grid_375,40.8,116.7
beijing_grid_376,40.9,116.7
beijing_grid_377,41,116.7
beijing_grid_378,39,116.8
beijing_grid_379,39.1,116.8
beijing_grid_380,39.2,116.8
beijing_grid_381,39.3,116.8
beijing_grid_382,39.4,116.8
beijing_grid_383,39.5,116.8
beijing_grid_384,39.6,116.8
beijing_grid_385,39.7,116.8
beijing_grid_386,39.8,116.8
beijing_grid_387,39.9,116.8
beijing_grid_388,40,116.8
beijing_grid_389,40.1,116.8
beijing_grid_390,40.2,116.8
beijing_grid_391,40.3,116.8
beijing_grid_392,40.4,116.8
beijing_grid_393,40.5,116.8
beijing_grid_394,40.6,116.8
beijing_grid_395,40.7,116.8
beijing_grid_396,40.8,116.8
beijing_grid_397,40.9,116.8
beijing_grid_398,41,116.8
beijing_grid_399,39,116.9
beijing_grid_400,39.1,116.9
beijing_grid_401,39.2,116.9
beijing_grid_402,39.3,116.9
beijing_grid_403,39.4,116.9
beijing_grid_404,39.5,116.9
beijing_grid_405,39.6,116.9
beijing_grid_406,39.7,116.9
beijing_grid_407,39.8,116.9
beijing_grid_408,39.9,116.9
beijing_grid_409,40,116.9
beijing_grid_410,40.1,116.9
beijing_grid_411,40.2,116.9
beijing_grid_412,40.3,116.9
beijing_grid_413,40.4,116.9
beijing_grid_414,40.5,116.9
beijing_grid_415,40.6,116.9
beijing_grid_416,40.7,116.9
beijing_grid_417,40.8,116.9
beijing_grid_418,40.9,116.9
beijing_grid_419,41,116.9
beijing_grid_420,39,117
beijing_grid_421,39.1,117
beijing_grid_422,39.2,117
beijing_grid_423,39.3,117
beijing_grid_424,39.4,117
beijing_grid_425,39.5,117
beijing_grid_426,39.6,117
beijing_grid_427,39.7,117
beijing_grid_428,39.8,117
beijing_grid_429,39.9,117
beijing_grid_430,40,117
beijing_grid_431,40.1,117
beijing_grid_432,40.2,117
beijing_grid_433,40.3,117
beijing_grid_434,40.4,117
beijing_grid_435,40.5,117
beijing_grid_436,40.6,117
beijing_grid_437,40.7,117
beijing_grid_438,40.8,117
beijing_grid_439,40.9,117
beijing_grid_440,41,117
beijing_grid_441,39,117.1
beijing_grid_442,39.1,117.1
beijing_grid_443,39.2,117.1
beijing_grid_444,39.3,117.1
beijing_grid_445,39.4,117.1
beijing_grid_446,39.5,117.1
beijing_grid_447,39.6,117.1
beijing_grid_448,39.7,117.1
beijing_grid_449,39.8,117.1
beijing_grid_450,39.9,117.1
beijing_grid_451,40,117.1
beijing_grid_452,40.1,117.1
beijing_grid_453,40.2,117.1
beijing_grid_454,40.3,117.1
beijing_grid_455,40.4,117.1
beijing_grid_456,40.5,117.1
beijing_grid_457,40.6,117.1
beijing_grid_458,40.7,117.1
beijing_grid_459,40.8,117.1
beijing_grid_460,40.9,117.1
beijing_grid_461,41,117.1
beijing_grid_462,39,117.2
beijing_grid_463,39.1,117.2
beijing_grid_464,39.2,117.2
beijing_grid_465,39.3,117.2
beijing_grid_466,39.4,117.2
beijing_grid_467,39.5,117.2
beijing_grid_468,39.6,117.2
beijing_grid_469,39.7,117.2
beijing_grid_470,39.8,117.2
beijing_grid_471,39.9,117.2
beijing_grid_472,40,117.2
beijing_grid_473,40.1,117.2
beijing_grid_474,40.2,117.2
beijing_grid_475,40.3,117.2
beijing_grid_476,40.4,117.2
beijing_grid_477,40.5,117.2
beijing_grid_478,40.6,117.2
beijing_grid_479,40.7,117.2
beijing_grid_480,40.8,117.2
beijing_grid_481,40.9,117.2
beijing_grid_482,41,117.2
beijing_grid_483,39,117.3
beijing_grid_484,39.1,117.3
beijing_grid_485,39.2,117.3
beijing_grid_486,39.3,117.3
beijing_grid_487,39.4,117.3
beijing_grid_488,39.5,117.3
beijing_grid_489,39.6,117.3
beijing_grid_490,39.7,117.3
beijing_grid_491,39.8,117.3
beijing_grid_492,39.9,117.3
beijing_grid_493,40,117.3
beijing_grid_494,40.1,117.3
beijing_grid_495,40.2,117.3
beijing_grid_496,40.3,117.3
beijing_grid_497,40.4,117.3
beijing_grid_498,40.5,117.3
beijing_grid_499,40.6,117.3
beijing_grid_500,40.7,117.3
beijing_grid_501,40.8,117.3
beijing_grid_502,40.9,117.3
beijing_grid_503,41,117.3
beijing_grid_504,39,117.4
beijing_grid_505,39.1,117.4
beijing_grid_506,39.2,117.4
beijing_grid_507,39.3,117.4
beijing_grid_508,39.4,117.4
beijing_grid_509,39.5,117.4
beijing_grid_510,39.6,117.4
beijing_grid_511,39.7,117.4
beijing_grid_512,39.8,117.4
beijing_grid_513,39.9,117.4
beijing_grid_514,40,117.4
beijing_grid_515,40.1,117.4
beijing_grid_516,40.2,117.4
beijing_grid_517,40.3,117.4
beijing_grid_518,40.4,117.4
beijing_grid_519,40.5,117.4
beijing_grid_520,40.6,117.4
beijing_grid_521,40.7,117.4
beijing_grid_522,40.8,117.4
beijing_grid_523,40.9,117.4
beijing_grid_524,41,117.4
beijing_grid_525,39,117.5
beijing_grid_526,39.1,117.5
beijing_grid_527,39.2,117.5
beijing_grid_528,39.3,117.5
beijing_grid_529,39.4,117.5
beijing_grid_530,39.5,117.5
beijing_grid_531,39.6,117.5
beijing_grid_532,39.7,117.5
beijing_grid_533,39.8,117.5
beijing_grid_534,39.9,117.5
beijing_grid_535,40,117.5
beijing_grid_536,40.1,117.5
beijing_grid_537,40.2,117.5
beijing_grid_538,40.3,117.5
beijing_grid_539,40.4,117.5
beijing_grid_540,40.5,117.5
beijing_grid_541,40.6,117.5
beijing_grid_542,40.7,117.5
beijing_grid_543,40.8,117.5
beijing_grid_544,40.9,117.5
beijing_grid_545,41,117.5
beijing_grid_546,39,117.6
beijing_grid_547,39.1,117.6
beijing_grid_548,39.2,117.6
beijing_grid_549,39.3,117.6
beijing_grid_550,39.4,117.6
beijing_grid_551,39.5,117.6
beijing_grid_552,39.6,117.6
beijing_grid_553,39.7,117.6
beijing_grid_554,39.8,117.6
beijing_grid_555,39.9,117.6
beijing_grid_556,40,117.6
beijing_grid_557,40.1,117.6
beijing_grid_558,40.2,117.6
beijing_grid_559,40.3,117.6
beijing_grid_560,40.4,117.6
beijing_grid_561,40.5,117.6
beijing_grid_562,40.6,117.6
beijing_grid_563,40.7,117.6
beijing_grid_564,40.8,117.6
beijing_grid_565,40.9,117.6
beijing_grid_566,41,117.6
beijing_grid_567,39,117.7
beijing_grid_568,39.1,117.7
beijing_grid_569,39.2,117.7
beijing_grid_570,39.3,117.7
beijing_grid_571,39.4,117.7
beijing_grid_572,39.5,117.7
beijing_grid_573,39.6,117.7
beijing_grid_574,39.7,117.7
beijing_grid_575,39.8,117.7
beijing_grid_576,39.9,117.7
beijing_grid_577,40,117.7
beijing_grid_578,40.1,117.7
beijing_grid_579,40.2,117.7
beijing_grid_580,40.3,117.7
beijing_grid_581,40.4,117.7
beijing_grid_582,40.5,117.7
beijing_grid_583,40.6,117.7
beijing_grid_584,40.7,117.7
beijing_grid_585,40.8,117.7
beijing_grid_586,40.9,117.7
beijing_grid_587,41,117.7
beijing_grid_588,39,117.8
beijing_grid_589,39.1,117.8
beijing_grid_590,39.2,117.8
beijing_grid_591,39.3,117.8
beijing_grid_592,39.4,117.8
beijing_grid_593,39.5,117.8
beijing_grid_594,39.6,117.8
beijing_grid_595,39.7,117.8
beijing_grid_596,39.8,117.8
beijing_grid_597,39.9,117.8
beijing_grid_598,40,117.8
beijing_grid_599,40.1,117.8
beijing_grid_600,40.2,117.8
beijing_grid_601,40.3,117.8
beijing_grid_602,40.4,117.8
beijing_grid_603,40.5,117.8
beijing_grid_604,40.6,117.8
beijing_grid_605,40.7,117.8
beijing_grid_606,40.8,117.8
beijing_grid_607,40.9,117.8
beijing_grid_608,41,117.8
beijing_grid_609,39,117.9
beijing_grid_610,39.1,117.9
beijing_grid_611,39.2,117.9
beijing_grid_612,39.3,117.9
beijing_grid_613,39.4,117.9
beijing_grid_614,39.5,117.9
beijing_grid_615,39.6,117.9
beijing_grid_616,39.7,117.9
beijing_grid_617,39.8,117.9
beijing_grid_618,39.9,117.9
beijing_grid_619,40,117.9
beijing_grid_620,40.1,117.9
beijing_grid_621,40.2,117.9
beijing_grid_622,40.3,117.9
beijing_grid_623,40.4,117.9
beijing_grid_624,40.5,117.9
beijing_grid_625,40.6,117.9
beijing_grid_626,40.7,117.9
beijing_grid_627,40.8,117.9
beijing_grid_628,40.9,117.9
beijing_grid_629,41,117.9
beijing_grid_630,39,118
beijing_grid_631,39.1,118
beijing_grid_632,39.2,118
beijing_grid_633,39.3,118
beijing_grid_634,39.4,118
beijing_grid_635,39.5,118
beijing_grid_636,39.6,118
beijing_grid_637,39.7,118
beijing_grid_638,39.8,118
beijing_grid_639,39.9,118
beijing_grid_640,40,118
beijing_grid_641,40.1,118
beijing_grid_642,40.2,118
beijing_grid_643,40.3,118
beijing_grid_644,40.4,118
beijing_grid_645,40.5,118
beijing_grid_646,40.6,118
beijing_grid_647,40.7,118
beijing_grid_648,40.8,118
beijing_grid_649,40.9,118
beijing_grid_650,41,118
